,Data Store,,,,,,,,
2015,Level 4,CC911,Furniture Manufacturing,Percentage,H37,Quick ratio,Financial ratios,95,ANZSIC06 group C251
2015,Level 4,CC911,Furniture Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,38,ANZSIC06 group C251
2015,Level 4,CC911,Furniture Manufacturing,Percentage,H39,Return on equity,Financial ratios,49,ANZSIC06 group C251
2015,Level 4,CC911,Furniture Manufacturing,Percentage,H40,Return on total assets,Financial ratios,15,ANZSIC06 group C251
2015,Level 4,CC911,Furniture Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,30,ANZSIC06 group C251
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H01,Total income,Financial performance,570,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,70,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,496,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,1,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,519,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,7,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,2,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,10,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,136,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,45,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,318,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,1,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,103,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,104,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,53,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H24,Total assets,Financial position,395,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H25,Current assets,Financial position,246,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,C,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,37,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,7,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,395,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,146,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,182,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,67,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,218100,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,20400,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Percentage,H36,Current ratio,Financial ratios,135,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Percentage,H37,Quick ratio,Financial ratios,78,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,37,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Percentage,H39,Return on equity,Financial ratios,36,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Percentage,H40,Return on total assets,Financial ratios,13,ANZSIC06 group C259
2015,Level 4,CC912,Other Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,37,ANZSIC06 group C259
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H01,Total income,Financial performance,18211,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H04,Sales of goods and services,Financial performance,17610,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,197,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,3,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H07,Non-operating income,Financial performance,401,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H08,Total expenditure,Financial performance,15923,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H09,Interest and donations,Financial performance,1110,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H10,Indirect taxes,Financial performance,74,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H11,Depreciation,Financial performance,1912,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,1228,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H13,Redundancy and severance,Financial performance,6,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,11006,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H20,Non-operating expenses,Financial performance,593,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H21,Opening stocks,Financial performance,400,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H22,Closing stocks,Financial performance,390,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H23,Surplus before income tax,Financial performance,2278,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H24,Total assets,Financial position,63469,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H25,Current assets,Financial position,5118,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H26,Fixed tangible assets,Financial position,51663,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H27,Additions to fixed assets,Financial position,2531,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,418,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H29,Other assets,Financial position,6688,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H30,Total equity and liabilities,Financial position,63469,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,34041,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H32,Current liabilities,Financial position,5667,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H33,Other liabilities,Financial position,23761,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars,H34,Total income per employee count,Financial ratios,1166500,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars,H35,Surplus per employee count,Financial ratios,145900,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H36,Current ratio,Financial ratios,90,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H37,Quick ratio,Financial ratios,83,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 division D
2015,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H41,Liabilities structure,Financial ratios,54,ANZSIC06 division D
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H01,Total income,Financial performance,15956,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H04,Sales of goods and services,Financial performance,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H08,Total expenditure,Financial performance,13980,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H09,Interest and donations,Financial performance,1016,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H11,Depreciation,Financial performance,1578,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H12,Salaries and wages paid,Financial performance,856,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H13,Redundancy and severance,Financial performance,5,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,10005,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H21,Opening stocks,Financial performance,380,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H22,Closing stocks,Financial performance,367,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H23,Surplus before income tax,Financial performance,1964,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H24,Total assets,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H25,Current assets,Financial position,4605,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H26,Fixed tangible assets,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H27,Additions to fixed assets,Financial position,1879,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H28,Disposals of fixed assets,Financial position,373,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H29,Other assets,Financial position,6227,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H30,Total equity and liabilities,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H32,Current liabilities,Financial position,4899,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H33,Other liabilities,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars,H34,Total income per employee count,Financial ratios,1639400,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Dollars,H35,Surplus per employee count,Financial ratios,201800,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Percentage,H36,Current ratio,Financial ratios,94,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Percentage,H37,Quick ratio,Financial ratios,87,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Percentage,H39,Return on equity,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Percentage,H40,Return on total assets,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD11,Electricity and Gas Supply,Percentage,H41,Liabilities structure,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H01,Total income,Financial performance,2254,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H04,Sales of goods and services,Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,3,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H08,Total expenditure,Financial performance,1943,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H09,Interest and donations,Financial performance,94,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H11,Depreciation,Financial performance,335,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,372,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1001,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H21,Opening stocks,Financial performance,20,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H22,Closing stocks,Financial performance,23,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H23,Surplus before income tax,Financial performance,314,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H24,Total assets,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H25,Current assets,Financial position,513,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H26,Fixed tangible assets,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H27,Additions to fixed assets,Financial position,652,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,44,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H29,Other assets,Financial position,461,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H30,Total equity and liabilities,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H32,Current liabilities,Financial position,768,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H33,Other liabilities,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars,H34,Total income per employee count,Financial ratios,383500,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars,H35,Surplus per employee count,Financial ratios,53500,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H36,Current ratio,Financial ratios,67,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H37,Quick ratio,Financial ratios,64,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H39,Return on equity,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H40,Return on total assets,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H41,Liabilities structure,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2015,Level 1,EE,Construction,Dollars (millions),H01,Total income,Financial performance,45508,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,45044,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,188,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H07,Non-operating income,Financial performance,273,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H08,Total expenditure,Financial performance,42777,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H09,Interest and donations,Financial performance,512,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H10,Indirect taxes,Financial performance,191,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H11,Depreciation,Financial performance,857,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,9050,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,9,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,31834,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,333,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H21,Opening stocks,Financial performance,4247,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H22,Closing stocks,Financial performance,4739,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,3223,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H24,Total assets,Financial position,27584,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H25,Current assets,Financial position,16464,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,7099,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H27,Additions to fixed assets,Financial position,1926,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H28,Disposals of fixed assets,Financial position,598,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H29,Other assets,Financial position,4021,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H30,Total equity and liabilities,Financial position,27585,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,8851,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H32,Current liabilities,Financial position,12571,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars (millions),H33,Other liabilities,Financial position,6163,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars,H34,Total income per employee count,Financial ratios,328600,ANZSIC06 division E
2015,Level 1,EE,Construction,Dollars,H35,Surplus per employee count,Financial ratios,23300,ANZSIC06 division E
2015,Level 1,EE,Construction,Percentage,H36,Current ratio,Financial ratios,131,ANZSIC06 division E
2015,Level 1,EE,Construction,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 division E
2015,Level 1,EE,Construction,Percentage,H39,Return on equity,Financial ratios,36,ANZSIC06 division E
2015,Level 1,EE,Construction,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 division E
2015,Level 1,EE,Construction,Percentage,H41,Liabilities structure,Financial ratios,32,ANZSIC06 division E
2015,Level 3,EE11,Building Construction,Dollars (millions),H01,Total income,Financial performance,17589,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,17312,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,84,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H07,Non-operating income,Financial performance,193,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H08,Total expenditure,Financial performance,16623,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H09,Interest and donations,Financial performance,149,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H10,Indirect taxes,Financial performance,39,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H11,Depreciation,Financial performance,140,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,2270,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,3,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,13961,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,63,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H21,Opening stocks,Financial performance,2086,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H22,Closing stocks,Financial performance,2196,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,1077,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H24,Total assets,Financial position,8624,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H25,Current assets,Financial position,5809,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,1604,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H27,Additions to fixed assets,Financial position,478,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H28,Disposals of fixed assets,Financial position,155,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H29,Other assets,Financial position,1210,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H30,Total equity and liabilities,Financial position,8622,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2317,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H32,Current liabilities,Financial position,4623,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars (millions),H33,Other liabilities,Financial position,1682,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars,H34,Total income per employee count,Financial ratios,579600,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Dollars,H35,Surplus per employee count,Financial ratios,35500,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Percentage,H36,Current ratio,Financial ratios,126,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Percentage,H37,Quick ratio,Financial ratios,78,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Percentage,H39,Return on equity,Financial ratios,46,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 groups E301 and E302
2015,Level 3,EE11,Building Construction,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 groups E301 and E302
2015,Level 4,EE112,Residential Building Construction,Dollars (millions),H01,Total income,Financial performance,10784,ANZSIC06 group E301
2015,Level 4,EE112,Residential Building Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,10724,ANZSIC06 group E301
2015,Level 4,EE112,Residential Building Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group E301
